[00:00] 今夜我用尽所有。
[137:12] 会有各种文字，甚至各种提吧。所以它是有内部言语的。就像你现在在大脑里想想蛋糕有多好吃，然后想着想着你就叭叭流口水了，在大脑里想那个口感细腻，怎么怎么样想着想巴巴流口水了哈，所以他在这里边也是一个刺激到反应哈，内部言语。那同样还有交通语言，这个地方单独记哈，争议点比较大。。
[137:35] 说看到红灯停车，那哪个是刺激？红灯是外界给的刺激。这个人停车是他做出的行为反馈。那为什么把它也归到了语言呢？是因为我们从小就学过红灯停绿灯行、黄灯等一等。
[137:57] 所以在这里边看到红灯，我们反馈的就是停这个意思，有这样的意义的。所以我们认为是一种交通语言，能明白不？嗯，那在这里边我们有语言啊，是人所特有的狗有语言吗？你叫狗的名字，狗巴巴的摇尾巴还是怎么样？属于第二吗？
[138:18] 不属于因为动物它压根儿就没有语言。如果它产生后天反应，那顶多只能是第一，它不可能是第二。听明白了吗？嗯，好了，那我们看一下哈，这地方做题。首先呢分析题目的时候，同学们你别忘了第一件事儿。第一个做题的步骤是先判断这个。
[138:41] 是先天有反应还是后天有反应的？因为很多题目它涉及到的是本能不学而会、不学而能的问题。所以一定要先判断这个。那如果能判断是后天的反应，你要进一步判断有没有语言，有语言的是第二，没有语言的是第一。
[139:04] 那在这判断的过程当中，还有一个偷机取巧的方法，就是是不是针对动物。如果是针对动物的话，后天的那只能是第一，不可能是第二，管他说不说语言，你就默认为动物压根没有语言哈。好啦，那就着这个做题技巧，我们一一来看哈。这里边很多都是咱们的成语。
[139:25] 同学们其实知识点没问题，但成语有的时候你自己语文不太行哈，所以仔细跟着老师的节奏去听一听。第一个它属于什么是本能啊还是第一啊还是第二啊？嗯，首先见风流泪，迎风流泪，流泪确实是反应见锋是刺激吧。
[139:49] 但这个刺激是先天的还是后天的，谁风吹眼睛不眯眼睛，不流眼泪呀，那风呼呼的吹，你眼睛夸夸的能流，是不是啊？它是一个先天的过程，它是一个无条件，是一个本能，不用学习，都会这样的，对不对？
[140:09] 来谈虎色变，谈论老虎脸色发变，刺激的反应。问一下，先天后天后天先天谈论老虎，人家谁也没见过老虎，哪知道老虎的恐怖啊，那一定是后天，那谈论了是不是说话了，有语言了，因此是第二第二哈。
[140:32] 来第三个属于什么杯弓蛇影。这个杯弓蛇影说的是啥呀？就这个大叔看到杯子里有弓箭的倒影，以为他是蛇，然后呢。
[140:53] 吓得不得了，害怕了。所以在这里边有没有刺激有就是这个倒影，但其实不是蛇，是弓箭的影子。然后呢，他怕了是它的反应，那他先天就会对这个东西害怕吗？小朋友从来都不知道蛇是啥，他有什么好怕的，后天的一个结果，对吧？那后天的结果你告诉我，这里边有人说话吗？
[141:17] 是蛇跟他说话了，还是弓箭跟他说话了，你看我长得多可破，没有吧，蛇也不会说话，弓箭也不会说话，因为没有语言，所以它只能是第一。嗯，来长眉生机。你看清这个词长什么叫长。
[141:40] 放没放进嘴儿里，你已经放进你嘴巴里了，你都吃着呢，你生鸡你不正常都要流口水，不流口水噎死了，谁给我打第一，你都放嘴里了，吃嘴里了，进嘴了，你吃梅子，吃馒头吃面条，你吃啥，你不流口水，不流口水噎死了。所以这先天后天的。
[142:04] 先天本能无条件哈，看清楚进嘴了。嗯，这个可以过吗？我看好多同学这个错了，来下一个望梅止渴，还是一回事儿吗？你看看我赤嘴里了吗？没有我看着他。
[142:24] 我就流口水达到止渴了，那望梅是刺激，止渴是反应。那如果我从来没有见过梅子，也不知道梅子有特殊的酸味儿，我会对它产生流口水的效果吗？是不会的这是后天的经历导致的一个结果，所以它一定是后天的哈。
[142:46] 那在这里边，我望着他达到止可，从字面含义来看，你告诉我有人说话吗？没有，所以他是第一。那还有呢他的成语典故有另一个解读哈，成语典故解读的时候说曹操带兵打仗。
[143:07] 士兵呢口渴难耐。然后在这里边，曹操说了一句话，说前方有梅林。然后呢，士兵听完了口里生津，其反应了。所以你告诉我在这里边有没有语言，这个语言谁给的，是不是曹操说的？
[143:30] 那他就是第二，那同学们注意一下哈，所有的典故里边都有语言吗？这个典故为什么它属于第二？是因为这里边咱们曹老板在这讲话了，他在那叭叭告诉大家，前方有梅林了，那杯弓蛇影里边有人说话吗？蛇也不会说公也不会说。但是在这里边曹操说了哈。
[143:52] 所以你不要看到典故就一定是第二。不是的，你要看典故具体的描述哈。来闻过则喜谁是次激？闻过什么叫闻过？听闻别人说自己的各种过错等等，则喜则喜是反应，就开心啊，我就喜欢听别人说我不好，说我的缺点，我好改正。
[144:15] 那都听闻了，是不是有人在这讲话呀？有讲话，有语言呀，所以是第二，这看清了吗？选第一的同学闻过听闻，别人说自己过错是不是有说话呀？嗯，来闻鸡起舞还是第二波，闻鸡起舞还是第二波？
[144:36] 人家那个是听闻别人讲过错，这是听鸡叫鸡跟你讲话了，说哥哥大家快起床，鸡它不会说话哈，你就听到个声，但人家没有语言，所以它只能是第一哈，只能是第一。嗯，来导盲犬你都不用看了。导盲犬有第二吗？
[144:57] 而且导盲犬看到红灯停车是先天还是后天的它一定是后天的那只能是第一哈。狗听主人叫他名字，先天就反应吗？名字叫了很多次练习出来的一个结果，而且狗只能是第一。来学生听到测验或想到有没有话。
[145:20] 我大脑里有没有画，这是刺激后边焦虑反应，所以它是什么？第二，好了，这几个例子都看明白了吗？看明白的话给老师扣个一嗯好嘞。
[145:41] 我们继续哈。所以在这个地方呢，其实你说本来这个知识点难不难吗？可能还好，但是有同学要解读一些成语典故会有点费劲哈，所以回去要把成语典故自己学着再去梳理一下哈。来继续看咱们的经典条件反射的基本规律的部分哈。基本规律。首先获得和消退，什么是获得，这个太简单了。
[146:04] 起初对铃声没反应，铃声和食物反复结合，对铃声有反应了，那这就是一个获得的过程。所以条件反射的获得指的就是我条件反射从什么到什么的一个过程，从对它没有感觉到有感觉，从无到有的建立过程。
[146:24] 那什么是消退呢？就是给铃声，但我不给它食物，再给铃声也不给食物。时间够久了，狗也不傻，你再给我铃声，我就不留哈喇子了，我不跟你玩了还不行吗？所以条件反射从有到少到无这样的一个过程就是消退哈，指的是条件反应变弱，最终消失。
[146:47] 好了，这两个不难吧，都是结合咱们前面的实验得来的哈。一个从无感觉到有感觉，一个从有感觉到消退到消失哈。那再看泛化和分化，什么是泛化呢？强调人和动物一旦对一个特定刺激有反应之后，跟它相似的刺激也能做出反应。
[147:09] 这是怎么做的呢？就是起初给狗铃声狗流口水，后来给他口哨，唉，他对口哨怎么也反应了，所以他能分清这两个刺激的不同吗？它分不清分不清他们俩的不同。对这个相似做出的反应，做出的相同反应。哎，那这就是我们的泛化。
[147:33] 就像我们一招被蛇咬，十年怕井绳，这里边哪个是相似刺激，你告诉我，你给我拆解一下这个例子，哪个是相似刺激，把谁和谁做出了类似的反应了，是不是蛇和绳子就觉得他俩好像那你说刚刚杯弓蛇影是不一样的道理。那个弓箭的倒影和蛇分不清了。唉，那这都是一个泛化的现象哈。
[147:56] 包括分不清相似的字，区分不清什么是勇敢，什么是辱莽。哎，那这都是泛化，对相似做反应。那分话呢是通过选择性强化和消退，让我们对相似做不同，怎么选择的？就是起初给铃声的时候给狗食物。但是给狗口哨的时候不给它食物。
[148:19] 反复进行这样的实验，时间久了，狗又聪明了，它又行了啊，一有铃声，明白我要做反应，给口哨不反应了。所以这时候他能不能分清铃声和口哨是不是就分得清了？那分得清的情况叫分化，指的是能对差异性做反应的一个过程哈，也就是对相似刺激做出。
[148:42] 不同的反应像是能区分切药和退缩，对他俩做区分哈。嗯，那在这个地方做题的时候，同学们注意了，很多同学就用分得清分不清，百分之七八十的题都能做。但是个别题目我还是希望你从定义角度解读哈。因为有的时候你不太好看定义角度就是你看是不是涉及到了相似刺激。
[149:04] 做相同反应的情况，那涉及到是泛化。那相似刺激做不同反应的情况，那涉及到的是分化。就像我们说我们的学习从一个情境迁移到另一个情境，或是在语文课上能有高速学习的方法到英语课上也是如此高速学习。那是不是强调相似的刺激，做相同的反应啊？
[149:27] 那这种情况都是我们的泛化哈泛化。所以泛化呢能让我们把对一个情境的反应迁移到另一个情境，是不是可以高效学习？就像语文课的高效学习法迁移到英语课能高效哈。那分化呢语文课和英语课它必然是两个学科一定是有些区别的。
[149:47] 所以分化又可以让我们对不同的情境做出不同的恰当反应，避免盲从。所以说白了，在考学习当中，我能单独用一个吗？这两个是不是相对来说互补，一个能让我们把好的签过去，一个呢再帮我们做这适当的区分，是不是就达到了更好的学习效果。
[150:10] 哎，那这就是一个互补的过程哈。好了，来做一下相关题，稍微延一小会儿哈，咱把这个巴甫洛夫的做完哈，正好讲完了，咱就把它梳理完。首先第一道题来，你告诉我选哪一个从哪看出来的数学课端做英语课。
[150:31] 类似行为是不是相同情境做出类似行为，相似行为啊，所以对应的是泛化。但如果你直接用分得清分不清的话，你在这不好做题，反倒从定义角度直接就对应上了哈。来第二题有机体学会对某一个特定条件刺激做反应。你看。
[150:54] 类似的也能诱发，所以是不是还是相似哎，做出相同。所以呢我们是泛化来下一个圆形椭圆形经训练一定要看到后面哈，看到后面仅对圆反应，那椭圆还反应吗？不反应。
[151:17] 能不能分清它俩不一样了，分得清了。所以4D哈。所以同学们有没有看到这边的例子，你要想绝对的做对，你用后边这个定义，你可能效率会更高。你用前面那两个词，有的做的好，有的做的不好哈。好了，来最后把所有的巴普洛夫带大家过一遍。首先实验是什么实验来着？。
[151:41] 狗进食摇铃实验对狗的来一级条件作用跟谁连接建立起来的？还记不记得这是我教大家的做题技巧哈，你要往上看，无条件就是先天对它有感觉的？二级条件作用又叫什么条件作用？。
[152:04] 又叫高级，它是跟谁结合建立起来的？后天的有反应的条件刺激像铃声哈那整个建立的过程，我们说要么先谁要么和谁同时呈现，要么先宗信，要么和宗性同时呈现。
[152:26] 那中性一旦变为条件，是不是它就可以替代无条件了？像铃声从中性变成条件，它可以替代食物的作用了哈。来反射反射呢无条件和条件。那这里边无条件。我们更多强调先天本能还是后天的学习结果。对先天的本能。
[152:47] 而条件呢是后天的学习结果，我稍微耽误大家一会儿哈，我这个地方多说一句话，同学们，你有没有看到条件说到是后天学习的结果。那如果你能判断这个是一个条件反射，能不能判断它是学习，能不能判断它是学习，问题不大哈，这算是一个小的做题技巧，就像我们望梅止渴？
[153:11] 我看到梅子能达到止渴的效果，是不是它就是一个条件反射。那在学习那个部分，它是不是学习来着？同学们还记得吗？我说从来没见过梅子，你会对他流口水吗？不会，它还是一个学习啊。哎，你看联动了联动了哈。第一信号系统和第二信号系统怎么区分？
[153:31] 第一，强调的是没有语言，更多是物理人和动物都有的。而第二呢要以谁为中介语言，所以你就关注有没有语言，动物没有语言，但凡有语言的都是我们的第二，而且是语言怎么传递给你的，是通过说啊，还是通过看呀，还是大脑里想的语言呀，这些哈。
[153:53] 什么是获得？同学们还记得不条件反射的获得，什么是获得从无到有条件反射的建立过程就是对铃声起初没反应，到后来有反应这样的建立过程，那什么是消退呀？什么是消退。就是对铃声有反应，到反应变弱，到最终消失？
[154:17] 也就是光给铃声不给食物，它就会变弱到最终消失哈。嗯，好，那再看泛化和分化怎么区分相似刺激做相同反应的是泛化还是分化，是泛化，指的是能分清这两个刺激吗？
[154:37] 分不清，而分化呢是相似，但我仍然做区分做不同，所以它能分得清吗？它可以哈在学习当中，他俩可以互补，一个让我们把高效学习方法迁移到另一个情境。一个呢做出恰当区分反应。好了，整个巴甫洛夫的笔记给大家梳理到这儿。那我们今天的课就到这儿了哈。
[155:00] 对于拔高的问题哈，像考高级的那个那本身就是一个拔高。小白学员一次听不明白，不要紧。嗯，你自己再多捋两遍哈，不要着急，因为拔高不代表基础课你就能全部拿下。但是你听完你就得哎呦似懂非懂，今天已经很棒了，完全搞懂，那你真的太棒了，跟老师连接下来了哈。嗯。
[155:23] 我今天给大家讲了很多做题的技巧和方法，这些方法一定要注意用哈。彤彤老师说的每一个技巧都是经过我这么多年教学经验，对你们的了解总结下来的。我太清楚你们在某些题为什么会错。为什么会钻这个牛角尖，所以我才会做这个总结。
[155:43] 你如果能听进去，能用起来，你会少走很多弯路。但是如果你盲目的去做的话，那你这个弯路就是一遍又一遍了哈。嗯，明天预习行为主义的后半部分，还有认知的前半部分哈。嗯止业为根可以解释一下吗？可以说一下纸业为根哈。
[156:06] 还有呢就是同学们还要强调一点哈，咱同学你在解题的时候，你不许给我加戏。什么叫加戏？题目没说你不许给我延伸杯弓蛇影里边只是从里边解读出来，就是看到那个弓箭的倒影，你害怕你告诉我在这里边传递给你的就是一个影子，有说话吗？没有。
[156:27] 你不要在这说，哎呀，我大脑里想到了，太可怕了，怎么怎么样，你自己那就叫加息了。人家没说那些没有用的，你就不要给我想到那些没有用的。你听明白没？做这些题切记切记，不许自己延伸，有的同学就可喜欢自己编东西了。
[156:50] 嗯，你通过我这个图，你看不明白吗？他直接就看到了倒影，然后产生了反应。还有就有同学为什么还错？还有一点，就是我刚刚在讲的时候，我反复在强调谁是刺激，谁是反应，刺激是怎么传递的。
[157:10] 你说这个人他个体在这叭叭讲话有用吗？没有用，要判断他是第一还是第二，是要看给他这个刺激是怎么传递的，是通过语言给他的，还是通过一个图样给他的。向同学还问一个问题哈，叫纸砚为羹。纸燕为羹说的是啥呢？就是天上飞过大雁。
[157:33] 然后这里边有个人瞪两个大眼睛在这看着了，叭叭胆的说，我要把它做羹汤。所以哪个是刺激呢？燕子她看到燕子是刺激，反应是她打算做羹汤。所以在这个过程当中，你告诉我刺激是怎么传递给他的，怎么传递的，燕子在那跟他讲话了，说你快来。
[157:56] 把我做羹汤呀，我特别好吃啊，没有吧，刺刺激只是自然的看到视觉看到那跟这个杯弓蛇影，看到影子一样的道理，都是一个物理外形，没有语言的传递。嗯，可以了哈，泛话分化，它不是说一定是个不好的词，还有好的词哈。
[158:19] 它就是一个中性词，看怎么用哈，什么情况。嗯，好了，同学们别编题了哈，先把课上这些弄明白哈。第一和条件可以出现在同当然可以啦。哎呦我的天哪，有同学问我，第一和条件孩嘞第一和第二，它的前提不就是条件吗？
[158:41] 咱们做题这儿前提都是条件，刚说过哈啊，要着急听回放了是吧？嗯，我再回答两个问题哈，要不有同学着急学水平分类都是从低到高的哈，加涅结果分类没有提高问题认知。
[159:02] 我估摸着能讲科勒和托尔曼就不错了哈，因为明天斯基娜也有点多，还有对他们的总结，顶多布那开个头也讲不完。我现在节奏越来越慢，为了照顾大家的听课情况哈，让大家细致一点，节奏越来越慢，讲不了多少哈嗯。
[159:23] 别编题了，先把课上的这些弄明白哈，都有下定义三个字了，那不就定义性概念吗？关键词出来了都没法做题啊。嗯，宝嘞，你要看关键词做题啊，还有我们强调的是看最终的学习结果。
[159:44] 你学了质量这个词，你能描述出来就算学明白了吗？不是啊，最终的结果是你能用这个概念，你才算学明白了。古诗你学了，你能说出这个古诗，这就达到了学习结果，但质量你光说这个词这算什么学，对吧？
[160:04] 最要看最终的学习结果，86页，哪个86页啊，预计多久讲完，咱们的课是到9月21号哈，哪个86页，学霸笔记呀还是讲义啊，别着急哈，有同学，你现再稍微等我马上哈。
[160:27] 建立条件刺激没看明白，86页哪有建立条件刺激啊，没有啊，你别他听他们怎么说，你就听我怎么说就行哈。嗯，什么叫经典性条件反射就是学习啊？嗯，条件反射后天的条件反射啊，确实。
[160:51] 他本来强调的就是后天学习的结果。我说的一个小的做题技巧，他说后天学习的结果嘛，那你这些都是后天的学习啊导致的题干出现下定，我也不敢跟你那么保证，但是大概率没问题哈，这就是他的一个关键词啊。
[161:12] 文课下定义，那你这你要看具体题目了，你要这么说的话，那我不敢给你保证嗯，内部语言大脑里在那叭叭讲话呢哈，这里边的内部语言是大脑里巴叭讲话，咱们后边讲内部语言可能更多讲思维。好了，那我不答了哈，别人一直在问，我不答，我也不好。但是呢你们又着急，有问题的，明天晚上早一点来好吗？。
[161:36] 我就明天有课吗？有明天早一点来回答可以不？这样都满足了哈，想听回放的也满足了，问问题的也满足了哈，拜拜。
[161:56] 。
